Watershed,Site,SampleDate,Organization,UseOrder,Protocol,HitchDate,Hitch,Crew,VisitPhase,VisitStatus,VisitID,Panel,Category,StreamName,VisitObjective,SideChannel,VisitYear,x_albers,y_albers,LON_DD,LAT_DD,Stream,Elev_M,Block,OwnerType,ValleyClass,Channel_Type,Strah,HUC4,HUC5,HUC6,LEVEL3_NM,LEVEL4_NM,CEC_L1,CEC_L2,Ppt,CUMDRAINAG,NatClass,DistClass,DistPrin1,NatPrin1,NatPrin2,MeanU,Metric #,ModelVersion,GenerationDate,SlowWater_Area,SlowWater_Ct,SlowWater_Vol,SlowWater_Pct,FstTurb_Area,FstTurb_Ct,FstTurb_Vol,FstTurb_Pct,FstNT_Area,FstNT_Ct,FstNT_Vol,FstNT_Pct,Grad,Sin,Lgth_Wet,Area_Wet,Area_Bf,WetVol,WetWdth_Int,DetrendElev_SD,BfWdthInt,DpthThlwg_UF_CV,BfVol,Lgth_WetChnl,WetBraid,Lgth_BfChnl,BfBraid,Wet_QIsland_Ct,Bf_QIsland_Ct,DpthWet_SD,BfWdth_CV,BfWdth_Avg,BfWDRat_CV,BfWDRat_Avg,WetWdth_CV,WetWdth_Avg,WetWDRat_CV,WetWDRat_Avg,DpthBf_Max,DpthBf_Avg,BfSCWdth,WetSCWdth,SlowWater_Freq,FstTurb_Freq,FstNT_Freq,DpthThlwg_Avg,PoolResidDpth,WetSCL_Area,SCSm_Area,WetSC_Pct,SCSm_Freq,SCSm_Ct,SCSm_Vol,Q,SubEmbed_Avg,SubEmbed_SD,SubD16,SubD50,SubD84,SubLT2,SubLT6,Cond,Alk,RipCovBigTree,RipCovConif,RipCovGrnd,RipCovNonWood,RipCovUstory,RipCovWood,LWVol_Wet,LWVol_Bf,LWVol_WetSlow,LWVol_BfSlow,LWVol_WetFstTurb,LWVol_WetFstNT,DriftBioMass,RipCovCanNone,Ucut_Area,SolarSummr_Avg,RipCovUstoryNone,RipCovGrndNone,SubEstGrvl,FishCovLW,SubEstSandFines,LWFreq_Wet,FishCovTVeg,FishCovArt,FishCovNone,LWFreq_Bf,FishCovAqVeg,SubEstBldr,SubEstCbl,FishCovTotal,UcutLgth_Pct,UcutArea_Pct,SC_Area,SC_Area_Pct,ChnlUnitTotal_Ct,LWVol_BfFstNT,RS_name,Geo_Cond,CU_Ct,CU_Freq
Upper Grande Ronde,dsgn4-000009,2014-06-30,Columbia River Inter-Tribal Fish Commission,2,CHaMP 2014,2014-06-18,CRITFC Upper Grande Ronde 2014,Monica Crew,Data Approved,Released to Public,2025,Annual,Upper Grande Ronde Chinook,Grande Ronde River,Primary Visit,<none>,2014,-1738306.98092,2656726.69644,-118.29779,45.05513,Grande Ronde River,1407.39,Annual - Upper Grande Ronde Chinook,Public Lands,Transport,Pool-riffle,3,17060104,1706010401,170601040103,NA,NA,NA,NA,7.17,64.379,MT - I.A.2,I.B.1,-0.79,-1.12,0.46,NA,2558935,0.0.4,NA,374.8454,4,167.6452,34.432,664.3925,4,199.451,61.0289,49.4148,1,19.2474,4.5391,0.7889,1.0684,167.1042,1088.6525,1232.2248,386.3437,6.5148,0.4583,7.387,0.3593,596.7858,167.1042,1,166.8097,1,0,0,0.1629,0.1558,7.3857,0.2504,16.0607,0.1757,6.4941,0.3597,21.4745,1.4423,0.4837,NA,NA,2.3937,2.3937,0.5984,0.4585,0.47,0,0,0,0,0,0,1.2204,1.375,4.2927,0.6985,28,72,27.6,32.5333,33.4,20,2,8,18.5,18.5,7,12,10.973,11.3337,6.7889,6.9989,4.136,0.0482,2e-4,95,6.69,71.1286,93,81.5,33.2603,5.4378,34.3639,24.5356,3.2604,0,84.9529,27.5277,6.7151,4.4781,27.8976,15.4133,7.4804,0.6145,0,0,9,0.0482,ucv_lowSin_gravel_bed,moderate,9,5.385861037604082
Upper Grande Ronde,dsgn4-000202,2014-09-07,Columbia River Inter-Tribal Fish Commission,3,CHaMP 2014,2014-06-18,CRITFC Upper Grande Ronde 2014,Monica Crew,Data Approved,Released to Public,2026,Annual,Upper Grande Ronde Chinook,Grande Ronde River,Primary Visit,<none>,2014,-1740636.35548,2678688.91416,-118.39174,45.24225,Grande Ronde River,1039.52,Annual - Upper Grande Ronde Chinook,Private Lands,Depositional,Island_braided,5,17060104,1706010401,170601040109,NA,NA,NA,NA,5.97,530.34198,MT - II.A.1.a,I.B.2,0.14,-0.66,0.15,NA,2558936,0.0.4,NA,1387.297,8,306.0265,31.3212,1746.2824,6,214.1647,39.426,1050.0595,4,187.5262,23.7073,0.6663,1.1439,444.3937,4429.285,6689.633,724.8801,9.967,0.5349,15.114,0.4787,2494.8864,506.7323,1.1403,581.1437,1.313,1,2,0.1279,0.2785,13.3293,0.4654,34.7877,0.2682,9.4354,0.4868,51.7669,1.038,0.3772,6.357,2.2997,1.8002,1.3502,0.9001,0.277,0.3313,0,245.6238,5.5455,0.4501,2,17.1627,0.3076,7.0833,13.151,29,54,97,10.8667,14.8667,81.6,22,4.5,2.5,66,63,9,17.5,6.2572,8.6988,1.9738,2.0003,2.6603,0.3676,4e-4,94.5,10.51,89.234,91,34,31.7954,0.8136,8.7416,3.6004,1.7053,0,97.3826,6.5257,0.0985,5.268,54.1951,2.6174,1.4852,0.2373,765.195,17.2759,18,1.5167,pcv_lowSin_margin_controlled_dfp,moderate,18,4.050462461551548
Upper Grande Ronde,dsgn4-000245,2014-07-28,Columbia River Inter-Tribal Fish Commission,1,CHaMP 2014,2014-06-18,CRITFC Upper Grande Ronde 2014,Monica Crew,Data Approved,Released to Public,2027,Annual,Upper Grande Ronde Chinook,Grande Ronde River,Primary Visit,<none>,2014,-1737884.69821,2681176.62522,-118.36503,45.26978,Grande Ronde River,997.22,Annual - Upper Grande Ronde Chinook,Private Lands,Depositional,Island_braided,5,17060104,1706010403,170601040307,NA,NA,NA,NA,6.31,1012.41101,MT - I.A.1,II.A.1,0.44,0.39,-0.29,NA,2558937,0.0.4,NA,635.8414,3,225.0672,6.142,6416.0568,7,1070.5199,61.977,3300.4209,6,710.9118,31.881,0.5104,1.7596,609.4958,10352.3145,14358.7936,2006.4984,16.985,0.8564,23.721800000000002,0.3411,5162.244,609.4958,1,605.2993,1,0,0,0.1375,0.2587,23.663,0.3789,53.1985,0.3482,16.9898,0.6607,88.2367,1.3617,0.3855,NA,NA,0.4922,1.1485,0.9844,0.3492,0.3656,0,0,0,0,0,0,0.6316,3.194,8.9471,29,80,203,4.1667,5.8333,75.7,48,0.5,2.5,36.5,23,23,41,4.453,11.1553,0,0,4.1609,0.292,0.0012,95.5,0.34,77.6825,77,63.5,40.9551,0.0359,16.0881,0.4922,4.3256,0,88.1681,1.8048,7.4704,13.5271,25.6226,11.8319,0.1058,0.0033,0,0,16,0.3652,pcv_margin_controlled_dfp,moderate,16,2.6251206324965652
Upper Grande Ronde,dsgn4-000277,2014-08-12,Columbia River Inter-Tribal Fish Commission,4,CHaMP 2014,2014-06-18,CRITFC Upper Grande Ronde 2014,Monica Crew,Data Approved,Released to Public,2028,Annual,Upper Grande Ronde Chinook,Grande Ronde River,Primary Visit,<none>,2014,-1741510.79928,2666430.21442,-118.36615,45.13325,Grande Ronde River,1211.38,Annual - Upper Grande Ronde Chinook,Public Lands,Depositional,Confined,5,17060104,1706010401,170601040109,NA,NA,NA,NA,7.04,338.52301,MT - II.A.1.a,I.B.2,0.14,-0.66,0.15,NA,2558938,0.0.4,NA,0,0,0,0,3793.4674,4,587.4089,79.5401,975.7853,3,184.6123,20.4599,1.1243,1.0909,362.6885,4769.2528,5750.5107,772.0212,13.1497,0.7768,15.8424,0.2735,2234.2136,362.6885,1,362.9829,1,0,0,0.0843,0.1507,15.7277,0.2269,39.4321,0.179,13.1163,0.4947,90.173,0.8426,0.3885,NA,NA,0,1.1029,0.8272,0.2372,NA,0,0,0,0,0,0,0.3656,12.3478,11.9874,8,68,186,8.4444,16.8889,72,44,1.5,10,57.5,37.5,22.5,49,20.3571,37.0133,0,0,9.2049,11.1521,1e-4,93.5,3.82,73.3693,77.5,42.5,31.0402,2.9119,26.2284,9.0987,3.91,0,93.1781,22.8847,0,7.0092,19.1116,6.8219,1.3924,0.0801,0,0,7,17.8251,pcv_lowSin_margin_controlled_dfp,moderate,7,1.9300308667079327
CHaMP Training,MOCK2012-000137,NA,Sitka Technology Group,19,CHaMP 2014,2014-06-06,Data Management Training Hitch,Rentmeester Crew,Data Collection,Post Processing,2029,Annual Panel,Mill Creek,Mill Creek,<none>,<none>,2014,NA,NA,-118.10337,45.28139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHaMP Training,MOCK2012-000138,NA,Sitka Technology Group,14,CHaMP 2014,2014-06-06,Data Management Training Hitch,Rentmeester Crew,Data Collection,Post Processing,2030,Annual Panel,Spring Creek,Spring Creek,<none>,<none>,2014,NA,NA,-118.36706,45.38853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHaMP Training,MOCK2012-000140,NA,Sitka Technology Group,36,CHaMP 2014,2014-06-06,Data Management Training Hitch,Rentmeester Crew,Data Collection,Post Processing,2032,Rotating Panel 1,Dry Creek,Dry Creek,<none>,<none>,2014,NA,NA,-118.09335,45.57731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHaMP Training,MOCK2012-000126,NA,Sitka Technology Group,11,CHaMP 2014,2014-07-07,Steve's July Hitch,Rentmeester Crew,Data Collection,Post Processing,2048,Annual Panel,Spring Creek,Spring Creek,<none>,<none>,2014,NA,NA,-118.29233,45.34137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Fork Salmon,CBW05583-025887,2014-09-07,Quantitative Consultants Inc,12,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2049,Annual,Secesh,Zena Creek,Primary Visit,<none>,2014,NA,NA,-115.733563,45.048864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558939,0.0.4,NA,536.7144,19,91.7203,62.0275,306.7183,5,37.458,35.4471,21.8521,2,2.6516,2.5254,3.7157,1.2246,156.5737,865.3903,1300.2034,131.8299,5.527,1.8824,8.3645,0.4052,600.4393,184.2181,1.1766,155.4433,1,1,0,0.1131,0.3037,7.9141,0.3903,18.9307,0.2546,5.129,0.4294,28.8496,1.1448,0.4224,NA,2.1847,12.1349,3.1934,1.2774,0.238,0.1631,50.5385,0,5.8407,0,0,0,0.1778,0,0,5,49,84,52.9248,63.5841,46.6,20,1,4,21,8.5,15.5,30,13.4668,43.6548,11.5505,36.6353,1.8952,0.0212,5e-4,98,34.03,49.9112,84.5,79,23.4426,7.6323,60.4544,35.1272,6.5093,0,85.8583,79.8346,0,1.4541,14.6489,14.1417,16.7014,3.9323,0,0,26,1.5767,cv_boulder_bed,good,26,16.605598513671197
South Fork Salmon,CBW05583-029471,2014-09-05,Quantitative Consultants Inc,11,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2050,Rotating Panel 1,Secesh,Secesh River,Primary Visit,<none>,2014,-1543345.5382,2621433.21749,-115.78033,45.13044,Secesh River,1582.03,Rotating Panel 1 - Secesh,Public Lands,Depositional,Confined,4,17060208,1706020805,170602080505,16,16k,6,6.2,10.2,460.75299,MT - II.B.1.b,I.A,-2.17,-1.89,1.42,251,2558940,0.0.4,NA,1641.6988,5,942.463,17.4948,7742.2123,3,2822.336,82.5052,0,0,0,0,2.8226,1.0199,343.2294,9384.2489,10700.3506,3764.7994,27.341,1.4959,31.124,0.3039,9719.5033,506.6845,1.4762,503.1047,1.4634,1,1,0.2294,0.2803,21.1764,0.3201,21.5747,0.2926,18.6996,0.517,38.716,2.3944,0.91,24.6163,20.3194,1.4568,0.8741,0,0.7244,0.3407,3066.329,0,32.6765,0,0,0,4.3311,1.9194,3.6397,4,98,307,0.2667,0.6667,14.1,36,6.875,16.875,35,21.875,16.875,41.875,49.9509,131.1555,2.8276,10.5629,47.1233,0,1e-4,88.125,0,NA,83.125,52,12.426,5.6202,17.1251,17.481,0,0,94.3798,42.5371,0,58.0004,12.3315,5.6202,0,0,0,0,8,0,cv_bedrock_cyn,good,8,2.3308026643405255
South Fork Salmon,CBW05583-045010,2014-07-25,Quantitative Consultants Inc,6,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2051,Annual,Secesh,Grouse Creek,Primary Visit,<none>,2014,NA,NA,-115.83789,45.285239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558941,0.0.4,NA,737.2057,9,245.5821,76.294,229.0643,5,44.7454,23.706,0,0,0,0,1.8849,1.1135,148.5375,966.282,1156.4507,290.3275,6.5053,0.4047,7.7841,0.3524,562.9095,168.2037,1.1324,165.4839,1.1139,1,1,0.1669,0.4416,7.1046,0.4268,14.3091,0.3067,6.1127,0.5732,21.8529,1.6473,0.4832,4.9053,3.359,6.0591,3.3662,0,0.4402,0.3679,0,0,0,0,0,0,0.3225,6.5703,9.991,3,32,101,1.3239,6.3394,23,14,1,0.5,59,45.5,13,29,47.5471,73.9232,32.9586,54.9499,14.5885,0,1e-4,97.5,19.06,NA,87,41,57.5702,21.131,30.67,101.6578,3.0528,0,55.9919,152.1501,19.8244,0.6453,11.1146,44.0081,15.215,1.9725,0,0,14,0,ucv_lowSin_gravel_bed,good,14,9.42522931919549
South Fork Salmon,CBW05583-073682,2014-08-10,Quantitative Consultants Inc,2,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2052,Rotating Panel 1,Secesh,Grouse Creek,Primary Visit,<none>,2014,-1543450.33539,2639603.30172,-115.82953,45.29008,Grouse Creek,1851.61,Rotating Panel 1 - Secesh,Public Lands,Source,Step-pool,2,17060208,1706020805,170602080502,16,16k,6,6.2,10.9,16.652,MT - II.B.1.a,I.B.1,-1.4,-1.49,1.44,11.62,2558942,0.0.4,NA,156.6425,5,34.5205,18.7847,512.0822,6,93.4177,61.4095,52.1417,1,7.7619,6.2529,4.7893,1.1799,145.9575,754.9117,987.4973,138.76,5.1721,0.6045,6.7634,0.2889,413.4976,173.6268,1.1896,171.1018,1.1719,1,1,0.1091,0.2008,5.954,0.3107,13.3242,0.1878,4.7356,0.464,22.1085,1.133,0.4153,2.8374,1.946,3.4257,4.1108,0.6851,0.2948,0.2895,0,113.0151,13.5529,1.3703,2,3.0599,0.2061,3.266,10.831,23,65,167,9.3623,14.2512,21.4,18,0.5,1,49,35.5,13,27.5,21.5119,58.4253,8.7886,14.5201,11.6741,0.1762,0,99,8.58,72.115,87,51,39.5383,12.5517,7.8515,59.6064,5.888,0,78.0642,126.7492,3.4961,19.643,32.9673,21.9358,7.4508,1.1366,217.5,26.0828,12,1.0442,pcv_margin_controlled_boulder_bed,good,12,8.221571347823852
South Fork Salmon,CBW05583-079506,2014-08-22,Quantitative Consultants Inc,13,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2053,Rotating Panel 1,Secesh,Summit Creek,Primary Visit,<none>,2014,-1554072.50889,2632652.10723,-115.94357,45.20909,Summit Creek,1882.97,Rotating Panel 1 - Secesh,Public Lands,Source,Plane-bed,2,17060208,1706020805,170602080502,16,16k,6,6.2,12.52,19.978,MT - II.B.1.a,I.B.1,-1.15,-2.03,1.1,16.78,2558943,0.0.4,NA,483.7839,6,108.4713,55.8876,300.4998,3,39.7429,34.7143,81.3541,1,14.2415,9.3982,1.2326,1.1505,139.3492,865.6836,1060.0355,162.4557,6.2123,0.8149,7.7076,0.3977,411.2278,139.3492,1,137.5304,1,0,0,0.1174,0.15,7.6637,0.2759,20.2822,0.2112,6.1803,0.5902,38.1561,1.1074,0.389,NA,NA,4.3057,2.1529,0.7176,0.2806,0.3075,0,0,0,0,0,0,0.1735,4.3226,7.4202,4,44,97,8.2684,13.6305,24.6,23,12,27.5,50,37,21.5,51.5,38.6837,52.6565,29.4798,34.7018,8.9519,0.252,1e-4,83,8.87,65.824700000000007,78.5,50,52.8901,13.2652,26.3096,55.9745,6.3991,0,61.6458,72.4798,20.168,6.0945,14.7058,39.8323,8.9344,1.0246,0,0,10,1.1546,pcv_planControlled_gravel_bed,moderate,10,7.1762162969001615
South Fork Salmon,CBW05583-087698,2014-07-12,Quantitative Consultants Inc,21,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2054,Annual,Secesh,Secesh River,Primary Visit,<none>,2014,NA,NA,-115.914834,45.271951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558944,0.0.4,NA,1256.3605,7,541.3015,64.8526,680.8945,5,174.589,35.1474,0,0,0,0,0.5394,1.9015,208.678,1937.628,2380.6845,715.8903,9.2853,0.4898,11.6453,0.3535,1184.6558,208.678,1,204.4327,1,0,0,0.2157,0.2216,11.3906,0.4438,28.5172,0.2311,9.1499,0.5011,30.5514,1.5784,0.438,NA,NA,3.3545,2.396,0,0.5789,0.439,0,0,0,0,0,0,1.8302,1.1193,3.45,35,56,95,0.7619,4.1905,28.9,19,1.5,1,37,35.5,6.5,9.5,0,3.4998,0,2.7986,0,0,1e-4,98.5,22.28,96.688,93.5,63,59.1044,0,15.8093,0,0.8278,0,93.8169,1.4376,5.3553,1.241,23.8453,6.1831,9.8357,1.1499,0,0,12,0,ucv_meandering_gravel_bed,good,12,5.750486395307603
South Fork Salmon,CBW05583-159007,2014-08-26,Quantitative Consultants Inc,3,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2055,Rotating Panel 1,Secesh,Lick Creek,Primary Visit,<none>,2014,-1548232.57729,2615386.62899,-115.82523,45.06818,Lick Creek,1388.81,Rotating Panel 1 - Secesh,Public Lands,Source,Plane-bed,3,17060208,1706020805,170602080506,16,16k,6,6.2,10.87,61.624,MT - II.B.1.b,I.B.1,-1.55,-2.13,1.41,47.9,2558945,0.0.4,NA,1253.8695,13,357.5708,57.4694,707.6266,5,152.2047,32.4331,220.3082,1,36.4648,10.0975,1.6694,1.2241,208.807,2181.8111,3042.8519,546.2404,10.4489,0.9685,14.8385,0.4475,1849.9198,244.3309,1.1701,234.9238,1.1456,1,1,0.1601,0.4131,13.7222,0.5052,24.2458,0.5178,9.6982,0.8411,45.9197,1.6161,0.5964,11.4599,5.8285,6.2258,2.3946,0.4789,0.426,0.3548,189.9883,0,8.7079,0,0,0,0.2566,0.912,3.0114,27,77,189,3.5333,5.2,26.2,18,19,38.5,61.5,28.5,55,119,19.0467,42.089,3.1981,8.5363,15.249,0.5995,1e-4,69,4.95,55.0717,45,38.5,41.6774,2.8998,11.2929,19.6354,5.0189,0,92.0813,44.5387,0,17.7141,29.3157,7.9187,1.317,0.2269,0,0,19,2.2724,pcv_margin_controlled_boulder_bed,good,19,9.099311804680877
South Fork Salmon,CBW05583-181535,2014-09-04,Quantitative Consultants Inc,16,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2056,Rotating Panel 1,Secesh,Lick Creek,Primary Visit,<none>,2014,-1543514.4146,2613801.65001,-115.76239,45.06301,Lick Creek,1231.97,Rotating Panel 1 - Secesh,Public Lands,Depositional,Straight,3,17060208,1706020805,170602080506,16,16k,6,6.2,8.08,88.687,MT - II.B.1.b,I.B.1,-1.55,-2.13,1.41,58.89,2558946,0.0.4,NA,862.4846,5,247.5113,23.6184,2209.2897,6,469.4856,60.4995,579.9732,1,124.7568,15.8821,1.4139,1.0367,291.2882,3651.7647,5541.4089,841.7537,12.5366,0.8693,19.1085,0.2641,5798.1863,291.2882,1,289.9975,1,0,0,0.1442,0.1556,19.0761,0.1886,20.3044,0.238,12.5463,0.5785,52.4424,1.8428,1.0042,NA,NA,1.7165,2.0598,0.3433,0.3912,0.2499,0,0,0,0,0,0,0.3608,7.1654,9.9969,66,153,295,2.625,8.0652,48,20,17,30.5,36.5,23.5,50.5,87.5,9.3875,51.5937,0.6673,2.2112,8.1886,0.5316,0,76,0,68.6305,49.5,63.5,23.9312,3.2495,9.7038,8.5826,5.2799,0,92.2647,27.8075,0,31.7706,34.5945,8.5294,0,0,0,0,12,13.7455,pcv_margin_controlled_boulder_bed,good,12,4.119631347922779
South Fork Salmon,CBW05583-206111,2014-09-10,Quantitative Consultants Inc,4,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2057,Rotating Panel 1,Secesh,West Fork Zena Creek,Primary Visit,<none>,2014,-1540480.09021,2615111.81243,-115.72808,45.08016,West Fork Zena Creek,1523.61,Rotating Panel 1 - Secesh,Public Lands,Source,Step-pool,2,17060208,1706020805,170602080507,16,16j,6,6.2,9.69,18.384,MT - II.B.1.b,I.B.1,-0.7,-1.58,1.38,8.89,2558947,0.0.4,NA,285.4054,7,60.0374,34.2999,546.6821,6,112.5172,65.7001,0,0,0,0,9.3834,1.0776,131.841,832.2522,1103.1512,172.5545,6.3125,1.1612,8.2736,0.3974,652.6543,157.4438,1.1942,157.721,1.1829,1,1,0.1236,0.2878,7.2675,0.2651,11.1262,0.2997,5.7916,0.4145,19.7875,1.5472,0.6105,3.6765,3.0457,5.3094,4.5509,0,0.3095,0.3381,24.9939,0,3.0038,0,0,0,0.114,4.0217,9.5134,5,77,215,13.9642,32.3477,34.5,25,9.5,26.5,26,17.5,29.5,55,19.4134,36.6467,9.8225,18.1729,9.5909,0,1e-4,83,6.32,59.6573,70.5,74,23.8992,16.8442,36.2249,53.0943,6.7468,0,76.409,107.7055,0,24.3208,15.5551,23.591,4.0958,0.7594,0,0,13,0,cv_boulder_bed,good,13,9.86036210283599
South Fork Salmon,CBW05583-231826,2014-07-11,Quantitative Consultants Inc,17,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2058,Annual,Secesh,Lake Creek,Primary Visit,<none>,2014,NA,NA,-115.947875,45.336129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558948,0.0.4,NA,363.3064,5,115.3395,33.4486,722.8576,2,158.9941,66.5514,0,0,0,0,1.4019,1.1419,149.9853,1086.164,1306.4941,274.3336,7.2418,0.5993,8.8336,0.3279,507.6766,149.9853,1,147.9009,1,0,1,0.1496,0.1919,8.6952,0.3058,26.1164,0.4468,7.5478,0.5645,35.2422,1.2163,0.3723,NA,NA,3.3337,1.3335,0,0.3849,0.3839,0,0,0,0,0,0,0.6958,3.0931,6.6106,5,59,121,2.004,5.3337,24.5,20,5.5,18.5,51.5,48,18.5,32,3.7871,3.8304,2.407,2.407,1.3801,0,1e-4,90,21.18,63.4225,81.5,48.5,44.0811,3.9834,20.0546,11.3344,2.853,0,18.8441,12.0012,79.672,2.7146,33.1497,86.5084,19.4352,1.95,0,0,7,0,ucv_lowSin_gravel_bed,intact,7,4.667124044823059
South Fork Salmon,CBW05583-235154,2014-07-28,Quantitative Consultants Inc,5,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2059,Annual,Secesh,Lake Creek,Primary Visit,<none>,2014,NA,NA,-115.919549,45.276072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558949,0.0.4,NA,1047.3475,5,373.927,66.0347,538.7092,4,111.6515,33.9653,0,0,0,0,0.6298,1.7309,192.5824,1586.0625,2057.1626,485.5785,8.2358,0.5818,10.8735,0.3114,1094.5511,192.5824,1,189.1908,1,0,0,0.1911,0.2223,10.6178,0.3191,19.9823,0.2653,8.0699,0.549,29.8056,1.3657,0.5317,NA,NA,2.5963,2.077,0,0.523,0.4671,0,0,0,0,0,0,0.9767,1.1157,2.8296,31,63,130,1.7333,7.8783,32.4,32,4,13.5,46.5,43.5,13.5,22,13.3211,16.7856,13.0737,15.69,0.2474,0,1e-4,94.5,55.18,NA,86.5,53.5,40.9167,4.8969,19.6144,17.1355,1.6292,0,78.0548,24.9244,17.6507,1.6872,37.7818,24.1768,30.7661,3.4791,0,0,9,0,ucv_meandering_gravel_bed,moderate,9,4.67332424977568
