ProgramSiteID,SiteName,WatershedID,WatershedName,SampleDate,HitchName,CrewName,VisitYear,IterationID,CategoryName,PanelName,VisitID,VisitDate,ProtocolID,ProgramID,AEM,Bug Validation,CHaMP 10% Revisit,CHaMP Core,CHaMP-PiBO Comparison,Effectiveness,Has Fish Data,IMW,Remove,Velocity Validation,Primary Visit,QC Visit,Error,No,Yes,MeasurementID,Notes,DataUpdateNotes,UndercutBankID,UTMZone,UTMNorthing,UTMEasting,GPSAccuracy,GPSAccuracyType,EstimatedLength,Width25,Width50,Width75,Bank,AverageWidth,NearestUnitBoundary,AverageDepth,Elevation,ChannelUnitID,ChannelUnit_ChannelUnitNumber,DistanceToNearestUnitBoundary,EstimatedUndercutArea
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805356,,,10,11,4912470,681464,10,,3.5,0.2,0.21,0.24,Left,0.22,,,1901,8,8,,0.76
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805357,,,11,11,4912470,681464,10,,1.5,0.35,0.51,0.53,Left,0.46,,,1901,8,8,,0.69
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805358,,,12,11,4912470,681464,10,,1.5,0.2,0.21,0.35,Bar,0.25,,,1901,8,8,,0.38
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805359,,,13,11,4912470,681464,10,,2.5,0.4,0.55,0.47,Right,0.47,,,1901,8,8,,1.18
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805360,,,14,11,4912470,681464,10,,1,0.2,0.46,0.57,Left,0.41,,,1901,8,8,,0.41
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805361,,,15,11,4912470,681464,10,,5,0.47,0.44,0.39,Left,0.43,,,1901,8,8,,2.17
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805362,,,1,11,4912470,681464,10,,1.5,0.29,0.28,0.47,Left,0.35,,,1901,11,11,,0.52
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805363,,,1,11,4912550,681440,10,,1.5,0.45,0.45,0.29,Right,0.4,,,1891,13,13,,0.59
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805364,,,2,11,4912550,681440,10,,1,0.24,0.29,0.29,Right,0.27,,,1891,13,13,,0.27
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805365,,,3,11,4912550,681440,10,,3,0.2,0.26,0.4,Left,0.29,,,1891,13,13,,0.86
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805366,,,4,11,4912550,681440,10,,2,0.34,0.52,0.53,Right,0.46,,,1891,13,13,,0.93
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805367,,,1,11,4912550,681440,10,,1,0.34,0.37,0.2,Right,0.3,,,1891,15,15,,0.3
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805368,,,2,11,4912550,681440,10,,3,0.37,0.32,0.49,Left,0.39,,,1891,15,15,,1.18
69707,YFI00001-002159,30,Yankee Fork,7/3/2014,YF 2014 sites,Geoff Crew,2014,4,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",2186,7/3/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185805369,,,3,11,4912550,681440,10,,1,0.42,0.7,0.65,Left,0.59,,,1891,15,15,,0.59
69707,YFI00001-002159,30,Yankee Fork,7/30/2017,Yankee Fork Field Season,Boyd Crew,2017,7,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",4863,7/30/2017,2020,1,,,,,,Yes,Yes,,,,Yes,,,,,207688734,,,1,11,4912449,681471,10,Apple Accuracy,4.5,0.52,0.5,0.21,Left,0.41,,,1896,4,4,,1.85
69707,YFI00001-002159,30,Yankee Fork,7/30/2017,Yankee Fork Field Season,Boyd Crew,2017,7,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",4863,7/30/2017,2020,1,,,,,,Yes,Yes,,,,Yes,,,,,207688735,,,2,11,4912449,681471,10,Apple Accuracy,2.5,0.75,0.55,1,Island,0.77,,,1896,4,4,,1.92
69707,YFI00001-002159,30,Yankee Fork,7/30/2017,Yankee Fork Field Season,Boyd Crew,2017,7,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",4863,7/30/2017,2020,1,,,,,,Yes,Yes,,,,Yes,,,,,207688736,,,3,11,4912486,681437,10,Apple Accuracy,7,0.35,0.51,0.3,Left,0.39,,,1900,4,4,,2.71
69707,YFI00001-002159,30,Yankee Fork,7/30/2017,Yankee Fork Field Season,Boyd Crew,2017,7,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",4863,7/30/2017,2020,1,,,,,,Yes,Yes,,,,Yes,,,,,207688737,,,4,11,4912509,681433,10,Apple Accuracy,4,0.2,0.2,0.5,Left,0.3,,,1875,4,4,,1.2
69707,YFI00001-002159,30,Yankee Fork,7/30/2017,Yankee Fork Field Season,Boyd Crew,2017,7,Adaptive Management-Treatment,"Step Panel 2013,2014,2017,2020",4863,7/30/2017,2020,1,,,,,,Yes,Yes,,,,Yes,,,,,207688738,,,1,11,4912538,681423,10,Apple Accuracy,2,0.4,0.2,0.2,Left,0.27,,,1898,7,7,,0.53
69820,YFI00001-002044,30,Yankee Fork,7/29/2015,YF_Rotating_Panel_3_Sties,Boyd Crew,2015,5,Source,Rotating Panel 3,3136,7/29/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,192739342,,,1,11,4917647,689084,4,,1.1,0.4,0.4,0.2,Right,0.33,,,2200,1,1,,0.37
69820,YFI00001-002044,30,Yankee Fork,7/29/2015,YF_Rotating_Panel_3_Sties,Boyd Crew,2015,5,Source,Rotating Panel 3,3136,7/29/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,192739343,,,1,11,4917651,689092,7,,1.5,0.3,0.2,0.2,Right,0.23,,,2200,4,4,,0.35
69820,YFI00001-002044,30,Yankee Fork,7/29/2015,YF_Rotating_Panel_3_Sties,Boyd Crew,2015,5,Source,Rotating Panel 3,3136,7/29/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,192739344,,,1,11,4917647,689097,4,,1.5,0.2,0.2,0.2,Right,0.2,,,2200,6,6,,0.3
69820,YFI00001-002044,30,Yankee Fork,7/29/2015,YF_Rotating_Panel_3_Sties,Boyd Crew,2015,5,Source,Rotating Panel 3,3136,7/29/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,192739345,,,1,11,4917640,680103,3,,1,0.5,0.4,0.4,Left,0.43,,,2200,7,7,,0.43
69820,YFI00001-002044,30,Yankee Fork,7/29/2015,YF_Rotating_Panel_3_Sties,Boyd Crew,2015,5,Source,Rotating Panel 3,3136,7/29/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,192739346,,,1,11,4917619,689100,7,,2,0.3,0.3,0.35,Left,0.32,,,2200,9,9,,0.63
69846,YFI00001-002010,30,Yankee Fork,8/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Transport,Rotating Panel 2,4238,8/20/2016,2020,1,,,,,,,,,,,Yes,,,,,201885883,,,1,11,4925645,691809,5,,5,0.4,0.55,0.4,Left,0.45,,,2189,1,1,,2.25
69846,YFI00001-002010,30,Yankee Fork,8/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Transport,Rotating Panel 2,4238,8/20/2016,2020,1,,,,,,,,,,,Yes,,,,,201885884,,,2,11,4925654,691805,4,,1.5,0.45,0.8,0.8,Right,0.68,,,2188,1,1,,1.02
69846,YFI00001-002010,30,Yankee Fork,8/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Transport,Rotating Panel 2,4238,8/20/2016,2020,1,,,,,,,,,,,Yes,,,,,201885885,,,1,11,4925668,691813,3,,26,0.25,0.46,0.21,Right,0.31,,,2181,3,3,,7.97
69846,YFI00001-002010,30,Yankee Fork,8/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Transport,Rotating Panel 2,4238,8/20/2016,2020,1,,,,,,,,,,,Yes,,,,,201885886,,,1,11,4925690,691821,3,,13,0.4,0.5,0.8,Left,0.57,,,2174,5,5,,7.37
69846,YFI00001-002010,30,Yankee Fork,8/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Transport,Rotating Panel 2,4238,8/20/2016,2020,1,,,,,,,,,,,Yes,,,,,201885887,,,1,11,4925703,691829,3,,4,0.9,0.95,0.75,Left,0.87,,,2188,7,7,,3.47
69846,YFI00001-002010,30,Yankee Fork,8/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Transport,Rotating Panel 2,4238,8/20/2016,2020,1,,,,,,,,,,,Yes,,,,,201885888,,,1,11,4925703,691846,3,,2,0.24,0.4,0.28,Left,0.31,,,2180,8,8,,0.61
69846,YFI00001-002010,30,Yankee Fork,8/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Transport,Rotating Panel 2,4238,8/20/2016,2020,1,,,,,,,,,,,Yes,,,,,201885889,,,1,11,4925712,691865,9,,2,0.31,0.39,0.34,Right,0.35,,,2180,9,9,,0.69
69846,YFI00001-002010,30,Yankee Fork,8/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Transport,Rotating Panel 2,4238,8/20/2016,2020,1,,,,,,,,,,,Yes,,,,,201885890,,,2,11,4925723,691900,3,,15,0.61,0.65,0.72,Left,0.66,,,2180,9,9,,9.9
69846,YFI00001-002010,30,Yankee Fork,8/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Transport,Rotating Panel 2,4238,8/20/2016,2020,1,,,,,,,,,,,Yes,,,,,201885891,,,1,11,4925718,691910,5,,30,0.31,0.2,0.26,Left,0.26,,,2187,10,10,,7.7
69846,YFI00001-002010,30,Yankee Fork,8/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Transport,Rotating Panel 2,4238,8/20/2016,2020,1,,,,,,,,,,,Yes,,,,,201885892,,,1,11,4925721,691908,6,,2.5,0.5,0.4,0.41,Right,0.44,,,2183,11,11,,1.09
69894,YFI00001-001711,30,Yankee Fork,9/22/2013,Scouting Hitch,Boyd Crew,2013,3,Depositional,Rotating Panel 1,1416,9/22/2013,1966,1,,,,,,,,,,,Yes,,,,Yes,176968203,,,1,11,4915993,676825,1.1,HDOP,1,0.39,0.5,0.27,Left,0.39,,,1986,3,3,,0.39
69894,YFI00001-001711,30,Yankee Fork,9/22/2013,Scouting Hitch,Boyd Crew,2013,3,Depositional,Rotating Panel 1,1416,9/22/2013,1966,1,,,,,,,,,,,Yes,,,,Yes,176968204,,,2,11,4915996,676824,1.1,HDOP,1,0.26,0.3,0.2,Left,0.25,,,1987,3,3,,0.25
69894,YFI00001-001711,30,Yankee Fork,9/22/2013,Scouting Hitch,Boyd Crew,2013,3,Depositional,Rotating Panel 1,1416,9/22/2013,1966,1,,,,,,,,,,,Yes,,,,Yes,176968205,,,1,11,4916015,676789,1.1,HDOP,7,0.29,0.44,0.28,Right,0.34,,,1984,4,4,,2.36
69894,YFI00001-001711,30,Yankee Fork,9/22/2013,Scouting Hitch,Boyd Crew,2013,3,Depositional,Rotating Panel 1,1416,9/22/2013,1966,1,,,,,,,,,,,Yes,,,,Yes,176968206,,,1,11,4916052,676726,0.93,HDOP,6,0.36,0.55,0.33,Right,0.41,,,1983,7,7,,2.48
69894,YFI00001-001711,30,Yankee Fork,8/7/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,3957,8/7/2016,2020,1,,,,,,,,,,,Yes,,,,,200773920,,,1,11,4916016,676790,3,,4.5,0.62,0.37,0.36,Right,0.45,,,1974,6,6,,2.03
69904,YFI00001-001709,30,Yankee Fork,8/21/2014,YF 2014 sites,Geoff Crew,2014,4,Reconnection-Control,Annual,2187,8/21/2014,2020,1,Yes,,,Yes,,,Yes,,,,Yes,,,,,185805679,,,1,11,4913701,680980,10,,2.5,0.3,0.1,0.2,Left,0.2,,,1913,4,4,,0.5
69904,YFI00001-001709,30,Yankee Fork,9/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Reconnection-Control,Annual,3958,9/20/2016,2020,1,Yes,,,,,,,,,,Yes,,,,,202126171,,,1,11,4913628,681011,3,,2,0.27,0.32,0.29,Left,0.29,,,1910,19,19,,0.59
69904,YFI00001-001709,30,Yankee Fork,9/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Reconnection-Control,Annual,3958,9/20/2016,2020,1,Yes,,,,,,,,,,Yes,,,,,202126172,,,1,11,4913689,680981,4,,3,0.24,0.32,0.35,Left,0.3,,,1921,26,26,,0.91
69904,YFI00001-001709,30,Yankee Fork,9/20/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Reconnection-Control,Annual,3958,9/20/2016,2020,1,Yes,,,,,,,,,,Yes,,,,,202126173,,,1,11,4913504,681055,4,,3,0.32,0.27,0.3,Left,0.3,,,1911,6,6,,0.89
69904,YFI00001-001709,30,Yankee Fork,7/30/2017,Yankee Fork Field Season,Boyd Crew,2017,7,Reconnection-Control,Annual,4864,7/30/2017,2020,1,,,,,,Yes,Yes,,,,Yes,,,,,207559672,,,1,11,4913596,680993,10,Apple Accuracy,2,0.21,0.23,0.22,Right,0.22,,,1930,10,10,,0.44
69904,YFI00001-001709,30,Yankee Fork,7/30/2017,Yankee Fork Field Season,Boyd Crew,2017,7,Reconnection-Control,Annual,4864,7/30/2017,2020,1,,,,,,Yes,Yes,,,,Yes,,,,,207559673,,,2,11,4913596,680991,10,Apple Accuracy,4.5,0.39,0.51,0.36,Right,0.42,,,1933,10,10,,1.89
69904,YFI00001-001709,30,Yankee Fork,7/29/2018,2018_Yankee Fork,Boyd Crew,2018,8,Restoration,2018,5228,7/29/2018,2020,1,,,,,,,,,,,,,,,,217003767,,,1,11,4913468,681070,10,Apple Accuracy,2.1,0.21,0.25,0.3,Right,0.25,,,1930,4,4,,0.53
69904,YFI00001-001709,30,Yankee Fork,7/29/2018,2018_Yankee Fork,Boyd Crew,2018,8,Restoration,2018,5228,7/29/2018,2020,1,,,,,,,,,,,,,,,,217003768,,,1,11,4913476,681059,10,Apple Accuracy,4.5,0.24,0.2,0.2,Bar,0.21,,,1912,6,6,,0.96
69904,YFI00001-001709,30,Yankee Fork,7/29/2018,2018_Yankee Fork,Boyd Crew,2018,8,Restoration,2018,5228,7/29/2018,2020,1,,,,,,,,,,,,,,,,217003769,,,1,11,4913583,681010,5,Apple Accuracy,10,0.3,0.2,0.35,Right,0.28,,,1912,12,12,,2.83
69904,YFI00001-001709,30,Yankee Fork,7/29/2018,2018_Yankee Fork,Boyd Crew,2018,8,Restoration,2018,5228,7/29/2018,2020,1,,,,,,,,,,,,,,,,217003770,,,1,11,4913471,681056,5,Apple Accuracy,10.5,0.35,0.7,0.26,Left,0.44,,,1913,15,15,,4.58
69904,YFI00001-001709,30,Yankee Fork,7/29/2018,2018_Yankee Fork,Boyd Crew,2018,8,Restoration,2018,5228,7/29/2018,2020,1,,,,,,,,,,,,,,,,217003771,,,2,11,4913626,681025,5,Apple Accuracy,7.5,0.35,0.3,0.42,Right,0.36,,,1914,16,16,,2.67
69904,YFI00001-001709,30,Yankee Fork,7/29/2018,2018_Yankee Fork,Boyd Crew,2018,8,Restoration,2018,5228,7/29/2018,2020,1,,,,,,,,,,,,,,,,217003772,,,3,11,4913631,681023,10,Apple Accuracy,4,0.32,0.53,0.27,Left,0.37,,,1913,16,16,,1.49
69904,YFI00001-001709,30,Yankee Fork,7/29/2018,2018_Yankee Fork,Boyd Crew,2018,8,Restoration,2018,5228,7/29/2018,2020,1,,,,,,,,,,,,,,,,217003773,,,1,11,4913636,681017,5,Apple Accuracy,2,0.29,0.25,0.25,Left,0.26,,,1913,18,18,,0.53
69972,YFI00001-001633,30,Yankee Fork,8/6/2016,PS1_WF_reconnect,Boyd Crew,2016,6,Lower WF Yankee Fork,Rotating Panel 1,4181,8/6/2016,2020,1,,,,,,,,,,,Yes,,,,,200839574,,,1,11,4916193,676652,6,,8.5,0.4,0.6,0.36,Right,0.45,,,1984,1,1,,3.85
69972,YFI00001-001633,30,Yankee Fork,8/6/2016,PS1_WF_reconnect,Boyd Crew,2016,6,Lower WF Yankee Fork,Rotating Panel 1,4181,8/6/2016,2020,1,,,,,,,,,,,Yes,,,,,200839575,,,2,11,4916201,676638,4,,1.5,0.2,0.7,0.2,Right,0.37,,,1986,1,1,,0.55
69972,YFI00001-001633,30,Yankee Fork,8/6/2016,PS1_WF_reconnect,Boyd Crew,2016,6,Lower WF Yankee Fork,Rotating Panel 1,4181,8/6/2016,2020,1,,,,,,,,,,,Yes,,,,,200839576,,,1,11,4916218,677637,4,,9.5,0.45,0.6,0.3,Left,0.45,,,1986,2,2,,4.28
69972,YFI00001-001633,30,Yankee Fork,8/6/2016,PS1_WF_reconnect,Boyd Crew,2016,6,Lower WF Yankee Fork,Rotating Panel 1,4181,8/6/2016,2020,1,,,,,,,,,,,Yes,,,,,200839577,,,2,11,4916229,676635,4,,6,0.4,0.45,0.4,Left,0.42,,,1986,2,2,,2.5
69972,YFI00001-001633,30,Yankee Fork,8/6/2016,PS1_WF_reconnect,Boyd Crew,2016,6,Lower WF Yankee Fork,Rotating Panel 1,4181,8/6/2016,2020,1,,,,,,,,,,,Yes,,,,,200839578,,,1,11,4916256,676556,4,,2,0.4,0.3,0.2,Right,0.3,,,1985,6,6,,0.6
69972,YFI00001-001633,30,Yankee Fork,8/6/2016,PS1_WF_reconnect,Boyd Crew,2016,6,Lower WF Yankee Fork,Rotating Panel 1,4181,8/6/2016,2020,1,,,,,,,,,,,Yes,,,,,200839579,,,2,11,4916253,676555,4,,1.5,0.4,0.35,0.2,Right,0.32,,,1985,6,6,,0.47
69972,YFI00001-001633,30,Yankee Fork,8/6/2016,PS1_WF_reconnect,Boyd Crew,2016,6,Lower WF Yankee Fork,Rotating Panel 1,4181,8/6/2016,2020,1,,,,,,,,,,,Yes,,,,,200839580,,,1,11,4916262,676542,3,,2,0.5,0.7,0.4,Right,0.53,,,1985,7,7,,1.07
70029,YFI00001-001582,30,Yankee Fork,8/26/2014,YF 2014 sites,Geoff Crew,2014,4,Source,Rotating Panel 2,2188,8/26/2014,2020,1,,,,Yes,,,,,,,Yes,,,,,185805923,,,1,11,4918751,687254,10,,3.2,0.72,0.4,0.5,Left,0.54,,,2120,6,6,,1.73
70029,YFI00001-001582,30,Yankee Fork,8/26/2014,YF 2014 sites,Geoff Crew,2014,4,Source,Rotating Panel 2,2188,8/26/2014,2020,1,,,,Yes,,,,,,,Yes,,,,,185805924,,,2,11,4918751,687254,10,,1.1,0.2,0.5,0.2,Right,0.3,,,2120,6,6,,0.33
70029,YFI00001-001582,30,Yankee Fork,7/16/2017,Yankee Fork Field Season,Boyd Crew,2017,7,Source,Rotating Panel 2,4865,7/16/2017,2020,1,,,,,,,Yes,,,,Yes,,,,,207688990,,,1,11,4918736,687228,10,Apple Accuracy,1.3,0.39,0.63,0.41,Right,0.48,,,2080,6,6,,0.62
70029,YFI00001-001582,30,Yankee Fork,7/16/2017,Yankee Fork Field Season,Boyd Crew,2017,7,Source,Rotating Panel 2,4865,7/16/2017,2020,1,,,,,,,Yes,,,,Yes,,,,,207688991,,,1,11,4918733,687229,5,Apple Accuracy,2.5,0.66,0.55,0.66,Left,0.62,,,2080,4,4,,1.56
70029,YFI00001-001582,30,Yankee Fork,7/16/2017,Yankee Fork Field Season,Boyd Crew,2017,7,Source,Rotating Panel 2,4865,7/16/2017,2020,1,,,,,,,Yes,,,,Yes,,,,,207688992,,,2,11,4918747,687234,10,Apple Accuracy,3.5,0.4,0.55,1.07,Left,0.67,,,2123,4,4,,2.36
70029,YFI00001-001582,30,Yankee Fork,7/16/2017,Yankee Fork Field Season,Boyd Crew,2017,7,Source,Rotating Panel 2,4865,7/16/2017,2020,1,,,,,,,Yes,,,,Yes,,,,,207688993,,,1,11,4918760,687214,10,Apple Accuracy,1.5,0.33,0.27,0.45,Left,0.35,,,2106,3,3,,0.53
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521131,,,1,11,4914293,680093,9,,14.5,0.42,0.5,0.4,Right,0.44,,,1920,18,18,,6.38
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521132,,,1,11,4914265,680109,5,Apple Accuracy,3.5,0.58,0.55,0.5,Right,0.54,,,1920,17,17,,1.9
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521133,,,2,11,4914263,680119,7,,5.5,0.45,0.55,0.4,Right,0.47,,,1927,17,17,,2.57
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521134,,,1,11,4914258,680124,5,,12.5,0.53,0.3,0.62,Right,0.48,,,1927,16,16,,6.04
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521135,,,2,11,4914259,680131,5,,4,0.3,0.2,0.2,Right,0.23,,,1925,16,16,,0.93
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521136,,,1,11,4914255,680134,6,,11,0.45,0.4,0.62,Right,0.49,,,1926,13,13,,5.39
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521137,,,1,11,4914246,680149,5,,15,0.35,0.43,0.45,Right,0.41,,,1920,15,15,,6.15
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521138,,,1,11,4914242,680185,7,,12.5,0.58,0.5,0.42,Right,0.5,,,1924,14,14,,6.25
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521139,,,1,11,4914245,680205,10,,4,0.4,0.33,0.45,Left,0.39,,,1924,12,12,,1.57
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521140,,,1,11,4914200,680248,5,,1.5,0.4,0.2,0.2,Right,0.27,,,1920,8,8,,0.4
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521141,,,1,11,4914195,680247,7,,2,0.55,0.85,0.2,Right,0.53,,,1920,6,6,,1.07
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521142,,,1,11,4914185,680262,5,,5,0.7,0.65,0.2,Right,0.52,,,1920,5,5,,2.58
70084,YFI00001-001529,30,Yankee Fork,7/26/2016,Yankee Fork 2016 Field Season,Jeremiah Crew,2016,6,Depositional,Rotating Panel 1,4168,7/26/2016,2020,1,,,,,,,,,,,Yes,,,,,200521143,,,1,11,4914161,680274,8,,20,0.25,0.2,0.2,Left,0.22,,,1920,2,2,,4.33
70091,YFI00001-001524,30,Yankee Fork,9/17/2013,Scouting Hitch,Boyd Crew,2013,3,Depositional,Rotating Panel 1,1418,9/17/2013,1966,1,,,,,,,,,,,Yes,,,,Yes,174564034,,,1,11,4920459,688285,1.31,HDOP,4,0.32,0.34,0.41,Right,0.36,,,2068,3,3,,1.43
70091,YFI00001-001524,30,Yankee Fork,9/17/2013,Scouting Hitch,Boyd Crew,2013,3,Depositional,Rotating Panel 1,1418,9/17/2013,1966,1,,,,,,,,,,,Yes,,,,Yes,174564035,,,1,11,4920455,688352,1.04,HDOP,2,1,0.92,0.75,Left,0.89,,,2077,7,7,,1.78
70091,YFI00001-001524,30,Yankee Fork,9/17/2013,Scouting Hitch,Boyd Crew,2013,3,Depositional,Rotating Panel 1,1418,9/17/2013,1966,1,,,,,,,,,,,Yes,,,,Yes,174564036,,,1,11,4920495,688369,1.11,HDOP,1.75,0.45,0.65,0.7,Right,0.6,,,2073,8,8,,1.05
