ObjectID,GlobalID,Channel Unit Type,Off Channel Type,Notes,Width1,Width2,Width3,Width4,Width5,Avg_width,Maximum Pool Depth (m),Channel Segment Number,Channel Unit Number,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
142,696236a2-a9ea-46ae-a34c-af2a5f438ebc,Pool,,,,,,,,,1.04,1,142,,,,,,,,,,,,30,70,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4097561,44.71744128
144,9c2229bc-be19-4866-b467-b46b4c57e099,Pool,,,,,,,,,0.81,1,144,,,,,,,,,,,,30,60,10,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4098001,44.71782635
146,bb6e1212-9bfd-486f-ae8c-c4647c6ac5c6,Pool,,,,,,,,,0.71,1,146,,,,,,,,,,,,10,80,10,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4093149,44.7182445
147,aff64739-6a8a-4022-8619-db348158fdcf,Pool,,,,,,,,,1.17,1,147,,,,,,,,,,,,40,60,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4094885,44.71828162
148,3087f06e-f5c1-4d0a-863c-9e61c5a9ee37,Pool,,,,,,,,,0.95,1,148,,,,,,,,,,,,10,80,10,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4096851,44.71847947
150,a1e97106-1fbb-4e53-81c9-90f99042f281,Pool,,,,,,,,,1.07,1,150,,,,,,,,,,,,20,80,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4101953,44.71859257
1,becfb720-5a31-40f4-a003-d94bfc890f80,Riffle,,,,,,,,,,1,1,9.65,13.65,3,27.25,27.25,38.5,19.3,54.5,54.5,19.3,38.5,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3944225,44.70445945
2,d2ad1160-470b-48fd-9686-1cde2b741575,Riffle,,,,,,,,,,1,2,19.3,13.65,13.65,9.65,5.35,27.25,19.3,54.5,38.5,19.3,54.5,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3930745,44.70571865
4,193e6353-721f-4ab7-9015-93e2fb96acb8,Riffle,,,,,,,,,,1,4,13.65,27.25,38.5,38.5,38.5,54.5,54.5,54.5,13.65,3,27.25,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3923839,44.7062222
7,ef9b5df8-09f1-4727-b570-ea808fe98df0,Riffle,,,,,,,,,,1,7,38.5,54.5,77,109,77,77,38.5,77,38.5,54.5,77,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3925548,44.70684203
9,c0524d07-39da-4371-8f44-cdf6af4344e6,Riffle,,,,,,,,,,1,9,38.5,54.5,109,13.65,54.5,19.3,27.25,77,54.5,54.5,19.3,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3927348,44.70719605
19,9b8da2bf-2e12-4894-b6d4-8f9ee96aaeb8,Riffle,,,,,,,,,,1,18,54.5,109,19.3,38.5,27.25,19.3,27.25,27.25,9.65,3,0.06,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3926688,44.70795037
22,63c0eb8a-6e9d-42d8-848b-e835f8cbc557,Riffle,,,,,,,,,,1,22,77,19.3,54.5,5.35,54.5,38.5,19.3,27.25,27.25,13.65,19.3,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3932952,44.70823257
24,d99ca3e3-8aa2-4022-b06e-15bd7135cdac,Riffle,,,,,,,,,,1,24,0.06,9.65,154,38.5,154,77,38.5,54.5,109,109,27.25,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3941076,44.70818648
31,d4e48859-a52d-4749-abe9-d973a890386e,Riffle,,,,,,,,,,1,31,27.25,54.5,38.5,3,154,77,54.5,77,38.5,38.5,5.35,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.394734,44.7079336
34,2f5f5df5-899b-4794-827c-59af26a056c8,Riffle,,,,,,,,,,1,34,38.5,9.65,38.5,54.5,54.5,38.5,54.5,27.25,109,77,27.25,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3954728,44.70842237
39,49f54961-4d67-4c23-86c3-e380aae0b171,Riffle,,,,,,,,,,1,39,13.65,38.5,19.3,27.25,27.25,54.5,77,54.5,154,77,38.5,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3965471,44.70831167
43,ac173fc0-c305-4f3a-88ba-79795222ccf0,Riffle,,,,,,,,,,1,43,38.5,77,54.5,109,154,54.5,27.25,77,109,54.5,109,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3968654,44.70867122
49,6f82eb0e-dab4-4449-b477-473e743ee0fa,Riffle,,,,,,,,,,1,49,3,38.5,77,27.25,54.5,54.5,27.25,54.5,38.5,77,77,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3976507,44.70940342
51,5def7229-f7a9-4ad2-ae70-1abbb37fd21f,Riffle,,,,,,,,,,1,51,27.25,27.25,38.5,54.5,13.65,27.25,54.5,4.85,5.35,13.65,13.65,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3978199,44.7092414
53,fde1c7e1-1ce8-411e-a552-88148a290d06,Riffle,,,,,,,,,,1,53,13.65,19.3,3,3,13.65,27.25,38.5,38.5,54.5,38.5,19.3,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3988479,44.70929017
60,ea9b5fb6-b6a9-4b48-9fd1-a58fb1aad7c6,Riffle,,,,,,,,,,1,60,38.5,38.5,19.3,77,38.5,77,54.5,38.5,4.85,109,38.5,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3984448,44.70977262
63,7a6c2794-c9fc-4d7f-ba27-3356b8839c78,Riffle,,,,,,,,,,1,63,3,5.35,38.5,19.3,19.3,27.25,38.5,19.3,27.25,77,38.5,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3989988,44.71009168
67,dd5d40d0-ddd6-4bcb-b8df-a974fadcfe30,Riffle,,,,,,,,,,1,67,1.03,0.06,13.65,19.3,9.65,19.3,27.25,19.3,27.25,27.25,54.5,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3995817,44.71055813
71,5c97680b-ec9f-421f-9f2d-7bc4d3865294,Riffle,,,,,,,,,,1,71,77,38.5,54.5,54.5,38.5,54.5,19.3,27.25,19.3,54.5,19.3,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3998003,44.71151525
81,3bc0ec0e-ea7f-4b05-87e1-1d9fb004a0b6,Riffle,,,,,,,,,,1,81,19.3,9.65,19.3,38.5,27.25,27.25,27.25,27.25,38.5,27.25,27.25,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4011262,44.7111051
85,529044b1-a138-42b4-adcc-2ec1f4c4c5ee,Riffle,,,,,,,,,,1,85,154,109,109,27.25,54.5,54.5,27.25,3,19.3,9.65,77,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4014132,44.71164923
87,8904575d-2109-40fd-b226-aedc56937b66,Riffle,,,,,,,,,,1,87,19.3,38.5,19.3,38.5,54.5,77,77,27.25,27.25,77,19.3,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4015415,44.71200028
92,b070f6e7-4f80-4553-8163-6d0232cd17b1,Riffle,,,,,,,,,,1,92,13.65,3,19.3,38.5,4.85,54.5,38.5,54.5,27.25,19.3,19.3,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4027668,44.7113114
95,da6cf5f3-4032-4279-ad99-b6611345630b,Riffle,,,,,,,,,,1,95,19.3,27.25,77,54.5,27.25,54.5,54.5,77,4.85,13.65,19.3,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4031871,44.71236028
97,3d9d0985-7b1e-49d9-8e31-410291d3835e,Riffle,,,,,,,,,,1,97,27.25,54.5,38.5,5.35,54.5,27.25,27.25,19.3,5.35,1.03,0.06,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4036924,44.71245517
100,e0e5491b-07d4-450d-b2c5-013588a9855e,Riffle,,,,,,,,,,1,100,19.3,27.25,77,54.5,38.5,27.25,27.25,77,38.5,4.85,38.5,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4038728,44.71263732
104,1762358b-9a96-4d48-b722-c70d68307cd7,Riffle,,,,,,,,,,1,104,38.5,38.5,27.25,27.25,54.5,38.5,38.5,19.3,27.25,27.25,19.3,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4047184,44.71280303
107,04e0d1eb-6452-42b7-ab6a-4472986668c1,Riffle,,,,,,,,,,1,107,1.03,19.3,27.25,27.25,19.3,27.25,54.5,77,1.03,54.5,19.3,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4049884,44.71337112
114,4c7087b3-5502-4373-97f8-eededa2d3f5c,Riffle,,,,,,,,,,1,114,13.65,13.65,27.25,77,77,38.5,109,109,54.5,54.5,77,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4061661,44.7137948
118,54c5932e-9d92-4a64-8cc9-48346074611b,Riffle,,,,,,,,,,1,118,27.25,27.25,38.5,13.65,38.5,19.3,38.5,54.5,38.5,54.5,38.5,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4073687,44.71340775
120,c894bf34-01f1-475d-85e9-537c8e28b9a3,Riffle,,,,,,,,,,1,120,3,13.65,13.65,38.5,27.25,27.25,27.25,54.5,54.5,4.85,38.5,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4078563,44.71368312
126,b6582bb1-2322-4b6d-9df5-3f18e2d3f4de,Riffle,,,,,,,,,,1,126,38.5,9.65,38.5,77,54.5,27.25,19.3,3,19.3,19.3,13.65,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4084053,44.71466555
131,d3641685-b080-4ebd-bd4e-b3c66cb57037,Riffle,,,,,,,,,,1,131,9.65,27.25,109,5.35,77,27.25,38.5,27.25,13.65,5.35,38.5,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4084787,44.71540852
133,ff850d39-d394-4e56-9736-f4a35c90bd5f,Riffle,,,,,,,,,,1,133,3,13.65,27.25,27.25,38.5,54.5,54.5,38.5,13.65,38.5,109,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4086678,44.71604317
138,caee60fe-34b5-4445-9bce-c251f8aadd0e,Riffle,,,,,,,,,,1,138,9.65,27.25,38.5,19.3,13.65,19.3,19.3,9.65,19.3,38.5,27.25,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4090982,44.71716992
141,fd9749c4-c94a-4a8b-8ebe-9d1fd575fd48,Riffle,,,,,,,,,,1,141,27.25,9.65,3,54.5,27.25,77,77,54.5,77,54.5,27.25,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4097049,44.71729377
143,81a2dd6e-41f4-4de0-a775-2a2c62462519,Riffle,,,,,,,,,,1,143,19.3,38.5,77,27.25,77,54.5,77,27.25,38.5,27.25,1.03,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4098231,44.71757413
145,e3af6ebb-4ace-44b7-8b67-f92f8a22dc87,Riffle,,,,,,,,,,1,145,19.3,27.25,27.25,38.5,19.3,38.5,19.3,38.5,54.5,77,1.03,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4096089,44.71792458
149,5df4d17e-c3e3-4ef0-b821-524cf459c843,Riffle,,,,,,,,,,1,149,9.65,54.5,38.5,38.5,38.5,77,109,38.5,38.5,54.5,38.5,,,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4098649,44.7185701
17,46c479f5-c6d0-4429-9fb5-8090dd50a79c,Run,,,,,,,,,,1,17,,,,,,,,,,,,10,90,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3930206,44.70764737
27,cc61f55a-49b0-45ec-bb82-08bc255dfd17,Run,,,,,,,,,,1,27,,,,,,,,,,,,10,90,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3941552,44.70839478
29,38b875b3-7574-4c9b-bd63-9e5016dfc1eb,Run,,,,,,,,,,1,29,,,,,,,,,,,,10,90,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3945006,44.7085956
36,30944979-d501-4630-b2b4-db8df2001e2e,Run,,,,,,,,,,1,36,,,,,,,,,,,,10,80,10,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3961096,44.70855547
45,966c45d7-4a78-400b-8b9b-98fa22651236,Run,,,,,,,,,,1,45,,,,,,,,,,,,,100,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3973592,44.70848803
55,8269b710-76db-46b4-b050-d7d9e60de196,Run,,,,,,,,,,1,55,,,,,,,,,,,,10,90,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.39938,44.7094764
58,d6333af2-9ecb-4ea1-bf1a-b3c161e01a10,Run,,,,,,,,,,1,58,,,,,,,,,,,,30,60,10,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3990134,44.70967583
65,7a326726-4fce-442e-9dc3-29aeb62417fe,Run,,,,,,,,,,1,65,,,,,,,,,,,,10,80,10,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3994123,44.71019905
70,ef749164-efaf-4c54-a171-f7413df2910c,Run,,,,,,,,,,1,70,,,,,,,,,,,,10,80,10,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4000532,44.71114717
74,33f3f36a-4731-45d2-b79f-506add564acf,Run,,,,,,,,,,1,74,,,,,,,,,,,,10,60,30,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4002245,44.7115667
79,61f471df-c0b1-4359-b29a-606a1e6e61cb,Run,,,,,,,,,,1,79,,,,,,,,,,,,10,70,20,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4009836,44.71161863
83,117a7fbf-4123-4e5e-8d95-9bd4e6b5da99,Run,,,,,,,,,,1,83,,,,,,,,,,,,10,80,10,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4016353,44.711304
90,73dd2fd0-6f96-449d-b855-229ec9820953,Run,,,,,,,,,,1,90,,,,,,,,,,,,10,90,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4021466,44.71201312
91,5ac57fcc-d987-4637-a96c-b31925ac8688,Run,,,,,,,,,,1,91,,,,,,,,,,,,10,90,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4022191,44.71150898
99,e1f878d8-a8ef-4b46-a4a6-2f626bc86665,Run,,,,,,,,,,1,99,,,,,,,,,,,,10,50,40,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4040723,44.71254743
102,cf28bded-e48e-4c7e-801c-c5d43b09a0ba,Run,,,,,,,,,,1,102,,,,,,,,,,,,20,50,30,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4038969,44.71291562
130,cb8832c3-c561-4e61-ae1a-ab7fa87172fd,Run,,,,,,,,,,1,130,,,,,,,,,,,,20,50,30,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.4083081,44.71521627
21,15039c8a-f19b-4dba-9353-d2b55125ddc1,Pool,,,,,,,,,0.62,1,21,,,,,,,,,,,,10,90,,,b86d3304-ca46-4ee0-ad39-2a90f764b272,8/7/2018 15:01,richie@qcinc.org,8/7/2018 15:01,richie@qcinc.org,-113.3932822,44.70825905
